patent_id,inventor_id,company_id
11000022,fl:noah_ln:taylor-00422,org:0020
11000023,fl:pierre_ln:ahmed-00252,org:0012
11000023,fl:marco_ln:tanaka-00150,org:0012
11000024,fl:luca_ln:garcia-00313,org:0009
11000025,fl:hans_ln:yamamoto-01188,org:0013
11000025,fl:natasha_ln:petrov-00161,org:0013
11000026,fl:sofia_ln:tanaka-00609,org:0022
11000027,fl:liu_ln:wang-00432,org:0021
11000027,fl:amelia_ln:ivanov-00013,org:0021
11000027,fl:ahmed_ln:sharma-00041,org:0021
11000028,fl:sakura_ln:wilson-01695,org:0014
11000028,fl:amelia_ln:khan-00486,org:0014
11000029,fl:sakura_ln:conti-00860,
11000029,fl:aisha_ln:kumar-00181,
11000030,fl:seo-yun_ln:park-00846,org:0017
11000030,fl:liu_ln:ferrari-01555,org:0017
11000031,fl:aisha_ln:patel-00254,org:0012
11000031,fl:aisha_ln:patel-00254,org:0005
11000031,fl:kenji_ln:khan-00056,org:0012
11000031,fl:kenji_ln:khan-00056,org:0005
11000031,fl:ahmed_ln:dupont-01597,org:0012
11000031,fl:ahmed_ln:dupont-01597,org:0005
11000031,fl:greta_ln:ali-00039,org:0012
11000031,fl:greta_ln:ali-00039,org:0005
11000032,fl:giulia_ln:chen-01601,org:0007
11000033,fl:ahmed_ln:suzuki-00739,org:0011
11000034,fl:yuki_ln:dupont-01223,org:0001
11000034,fl:liam_ln:kumar-00585,org:0001
11000034,fl:ahmed_ln:müller-01225,org:0001
11000034,fl:luca_ln:hassan-00319,org:0001
11000035,fl:kenji_ln:johnson-01764,org:0015
11000035,fl:hiroshi_ln:patel-00948,org:0015
11000035,fl:luca_ln:park-00491,org:0015
11000036,fl:hiroshi_ln:park-01392,org:0003
11000037,fl:seo-yun_ln:miller-00602,org:0017
11000037,fl:isabella_ln:rossi-01659,org:0017
11000037,fl:liu_ln:li-00584,org:0017
11000038,fl:santosh_ln:yamamoto-01661,org:0013
11000038,fl:isabella_ln:khan-00789,org:0013
11000039,fl:alice_ln:wang-00441,org:0010
11000040,fl:min_ln:tanaka-01124,org:0024
11000040,fl:min_ln:tanaka-01124,org:0012
11000040,fl:giulia_ln:brown-01730,org:0024
11000040,fl:giulia_ln:brown-01730,org:0012
11000040,fl:oliver_ln:rossi-00579,org:0024
11000040,fl:oliver_ln:rossi-00579,org:0012
11000040,fl:liam_ln:kim-00217,org:0024
11000040,fl:liam_ln:kim-00217,org:0012
11000040,fl:emma_ln:zhang-01538,org:0024
11000040,fl:emma_ln:zhang-01538,org:0012
11000041,fl:pierre_ln:wilson-00437,org:0010
11000041,fl:amelia_ln:ivanov-00277,org:0010
11000041,fl:mohammed_ln:kim-01600,org:0010
11000041,fl:marco_ln:müller-00248,org:0010
11000042,fl:seo-yun_ln:johnson-01103,org:0027
11000043,fl:liu_ln:sharma-00378,org:0019
11000044,fl:ivan_ln:hassan-00705,org:0020
11000045,fl:anika_ln:conti-00029,org:0022
11000045,fl:chen_ln:park-01159,org:0022
11000046,fl:hans_ln:müller-00109,org:0000
11000047,fl:oliver_ln:rodriguez-01059,org:0022
11000047,fl:kenji_ln:ferrari-01665,org:0022
11000047,fl:liu_ln:tanaka-01429,org:0022
11000048,fl:mohammed_ln:suzuki-01337,org:0022
11000049,fl:ivan_ln:ivanov-00648,org:0014
11000050,fl:kenji_ln:wang-00269,org:0024
11000050,fl:santosh_ln:martin-00233,org:0024
11000050,fl:santosh_ln:wang-01758,org:0024
11000050,fl:luca_ln:ahmed-00756,org:0024
11000051,fl:greta_ln:dupont-00273,org:0029
11000051,fl:sakura_ln:zhang-00053,org:0029
11000051,fl:fatima_ln:wilson-00093,org:0029
11000052,fl:mohammed_ln:park-00614,org:0012
11000052,fl:mohammed_ln:park-00800,org:0012
11000052,fl:priya_ln:brown-00010,org:0012
11000052,fl:hiroshi_ln:ali-00304,org:0012
11000053,fl:priya_ln:wang-00546,org:0009
11000053,fl:seo-yun_ln:tanaka-01621,org:0009
11000053,fl:jin_ln:sharma-00220,org:0009
11000054,fl:oliver_ln:miller-00055,org:0031
11000054,fl:john_ln:anderson-00564,org:0031
11000055,fl:min_ln:yamamoto-00281,org:0029
11000056,fl:sakura_ln:smith-01567,org:0031
11000056,fl:carlos_ln:tanaka-01418,org:0031
11000056,fl:olivia_ln:zhang-00164,org:0031
11000057,fl:wei_ln:chen-01192,org:0004
11000057,fl:sakura_ln:zhang-00976,org:0004
11000057,fl:olivia_ln:martin-00198,org:0004
11000058,fl:amelia_ln:li-00969,org:0024
11000059,fl:kenji_ln:miller-01100,org:0010
11000059,fl:yuki_ln:suzuki-01366,org:0010
11000060,fl:camille_ln:johnson-00289,org:0015
11000061,fl:kenji_ln:wang-00211,org:0008
11000061,fl:john_ln:müller-00981,org:0008
11000061,fl:carlos_ln:patel-00203,org:0008
11000061,fl:pierre_ln:conti-00490,org:0008
11000061,fl:chen_ln:ivanov-00340,org:0008
11000062,fl:rajesh_ln:müller-01495,org:0015
11000062,fl:rajesh_ln:müller-01495,org:0031
11000062,fl:rajesh_ln:zhang-00674,org:0015
11000062,fl:rajesh_ln:zhang-00674,org:0031
11000063,fl:camille_ln:zhang-00492,org:0024
11000063,fl:alice_ln:gupta-00975,org:0024
11000064,fl:liu_ln:li-00584,org:0000
11000065,fl:priya_ln:conti-01720,org:0013
11000065,fl:chen_ln:sato-01383,org:0013
11000066,fl:seo-yun_ln:gupta-01391,org:0020
11000066,fl:isabella_ln:rossi-00338,org:0020
11000067,fl:min_ln:ali-01650,org:0031
11000067,fl:chen_ln:taylor-01569,org:0031
11000068,fl:mohammed_ln:ivanov-01375,org:0018
11000068,fl:pierre_ln:dupont-01254,org:0018
11000068,fl:olivia_ln:kim-01708,org:0018
11000068,fl:min_ln:ferrari-01436,org:0018
11000068,fl:seo-yun_ln:rodriguez-01459,org:0018
11000069,fl:alice_ln:hassan-00250,
11000069,fl:sakura_ln:anderson-00903,
11000070,fl:kenji_ln:schmidt-01228,org:0004
11000070,fl:ivan_ln:ahmed-01574,org:0004
11000070,fl:camille_ln:davis-00763,org:0004
11000070,fl:greta_ln:zhang-00177,org:0004
11000071,fl:alice_ln:ali-00527,org:0018
11000071,fl:hiroshi_ln:ali-00304,org:0018
11000071,fl:liu_ln:hassan-01374,org:0018
11000071,fl:alice_ln:smith-00114,org:0018
11000071,fl:amelia_ln:anderson-00352,org:0018
11000072,fl:mohammed_ln:ferrari-00990,org:0004
11000072,fl:ivan_ln:wilson-01736,org:0004
11000073,fl:john_ln:garcia-00652,org:0010
11000073,fl:mohammed_ln:brown-01606,org:0010
11000073,fl:priya_ln:garcia-01323,org:0010
11000073,fl:sakura_ln:taylor-01799,org:0010
11000074,fl:camille_ln:petrov-00779,org:0005
11000074,fl:camille_ln:petrov-00779,org:0029
11000074,fl:ahmed_ln:schmidt-01271,org:0005
11000074,fl:ahmed_ln:schmidt-01271,org:0029
11000074,fl:alice_ln:rossi-01686,org:0005
11000074,fl:alice_ln:rossi-01686,org:0029
11000075,fl:greta_ln:müller-01580,org:0007
11000075,fl:greta_ln:müller-01580,org:0025
11000076,fl:luca_ln:khan-01457,org:0028
11000076,fl:natasha_ln:garcia-00011,org:0028
11000077,fl:oliver_ln:miller-00055,org:0014
11000077,fl:priya_ln:hassan-01706,org:0014
11000077,fl:ahmed_ln:smith-00259,org:0014
11000077,fl:santosh_ln:conti-00542,org:0014
11000078,fl:seo-yun_ln:li-00727,org:0014
11000079,fl:camille_ln:martin-01285,org:0013
11000080,fl:ivan_ln:ali-01205,org:0005
11000081,fl:mohammed_ln:khan-01347,org:0005
11000081,fl:giulia_ln:davis-01057,org:0005
11000082,fl:min_ln:hassan-00429,org:0016
11000082,fl:oliver_ln:rodriguez-00588,org:0016
11000082,fl:noah_ln:sharma-01759,org:0016
11000083,fl:rajesh_ln:khan-00359,org:0012
11000083,fl:mohammed_ln:müller-00940,org:0012
11000084,fl:oliver_ln:ahmed-01733,org:0010
11000084,fl:amelia_ln:patel-01649,org:0010
11000084,fl:camille_ln:taylor-01636,org:0010
11000085,fl:olivia_ln:suzuki-00223,org:0023
11000085,fl:greta_ln:ferrari-00827,org:0023
11000086,fl:fatima_ln:sharma-00119,org:0007
11000086,fl:alice_ln:taylor-00399,org:0007
11000087,fl:seo-yun_ln:dupont-00646,org:0018
11000088,fl:amelia_ln:sharma-00809,org:0011
11000089,fl:chen_ln:ahmed-00012,org:0023
11000089,fl:liu_ln:tanaka-00118,org:0023
11000089,fl:amelia_ln:davis-00770,org:0023
11000090,fl:hiroshi_ln:ali-00304,org:0029
11000090,fl:hiroshi_ln:ali-00304,org:0012
11000090,fl:hiroshi_ln:ali-01022,org:0029
11000090,fl:hiroshi_ln:ali-01022,org:0012
11000090,fl:carlos_ln:sato-00651,org:0029
11000090,fl:carlos_ln:sato-00651,org:0012
11000091,fl:pierre_ln:chen-00128,org:0004
11000091,fl:giulia_ln:martin-01305,org:0004
11000092,fl:alice_ln:wilson-01754,org:0007
11000092,fl:yuki_ln:conti-00761,org:0007
11000092,fl:aisha_ln:conti-01084,org:0007
11000093,fl:min_ln:sato-00791,org:0007
11000093,fl:yuki_ln:ahmed-01350,org:0007
11000094,fl:kenji_ln:ali-00411,org:0004
11000095,fl:john_ln:wilson-00927,org:0015
11000095,fl:john_ln:wilson-00927,org:0005
11000096,fl:luca_ln:taylor-00661,org:0027
11000097,fl:carlos_ln:kumar-01737,org:0002
11000097,fl:amelia_ln:ahmed-00121,org:0002
11000097,fl:chen_ln:zhang-01521,org:0002
11000097,fl:hiroshi_ln:johnson-00560,org:0002
11000098,fl:yuki_ln:gupta-00302,org:0015
11000098,fl:fatima_ln:yamamoto-01186,org:0015
11000098,fl:pierre_ln:ferrari-00805,org:0015
11000098,fl:ivan_ln:wilson-00942,org:0015
11000098,fl:chen_ln:ivanov-00340,org:0015
11000099,fl:emma_ln:miller-01335,org:0015
11000099,fl:aisha_ln:anderson-00657,org:0015
11000099,fl:noah_ln:davis-00227,org:0015
11000099,fl:camille_ln:taylor-00773,org:0015
11000100,fl:aisha_ln:kumar-00181,org:0028
11000101,fl:yuki_ln:rodriguez-01761,org:0028
11000102,fl:greta_ln:dupont-01565,org:0030
11000103,fl:greta_ln:schmidt-00353,org:0023
11000103,fl:min_ln:rodriguez-01548,org:0023
11000103,fl:emma_ln:yamamoto-00886,org:0023
11000104,fl:yuki_ln:park-00924,org:0006
11000104,fl:yuki_ln:park-00924,org:0007
11000105,fl:ahmed_ln:brown-01794,org:0029
11000106,fl:john_ln:johnson-01528,org:0022
11000107,fl:hiroshi_ln:martin-01517,org:0001
11000107,fl:hiroshi_ln:martin-01517,org:0028
11000108,fl:hans_ln:sato-01189,org:0018
11000108,fl:pierre_ln:rossi-00255,org:0018
11000109,fl:camille_ln:wang-00591,org:0022
11000109,fl:rajesh_ln:wang-00548,org:0022
11000110,fl:sakura_ln:davis-01762,org:0022
11000110,fl:mohammed_ln:johnson-00361,org:0022
11000110,fl:natasha_ln:zhang-00410,org:0022
11000110,fl:anika_ln:park-01156,org:0022
11000110,fl:priya_ln:johnson-00996,org:0022
11000111,fl:alice_ln:esposito-01552,org:0011
11000111,fl:greta_ln:li-01424,org:0011
11000112,fl:santosh_ln:garcia-01630,org:0010
11000112,fl:oliver_ln:ahmed-00836,org:0010
11000112,fl:alice_ln:dupont-01537,org:0010
11000112,fl:oliver_ln:rodriguez-00588,org:0010
11000113,fl:aisha_ln:conti-01084,org:0003
11000114,fl:pierre_ln:chen-00128,org:0000
11000114,fl:hans_ln:rossi-01466,org:0000
11000114,fl:isabella_ln:ahmed-01475,org:0000
11000114,fl:wei_ln:hassan-00690,org:0000
11000115,fl:amelia_ln:rossi-01777,org:0025
11000115,fl:priya_ln:schmidt-00028,org:0025
11000116,fl:ahmed_ln:ahmed-00253,org:0020
11000117,fl:greta_ln:johnson-01732,org:0002
11000117,fl:hans_ln:patel-00137,org:0002
11000118,fl:liam_ln:petrov-00299,org:0016
11000118,fl:oliver_ln:kim-00388,org:0016
11000119,fl:hiroshi_ln:hassan-00963,org:0015
11000119,fl:isabella_ln:smith-01112,org:0015
11000120,fl:aisha_ln:zhang-00783,org:0001
11000120,fl:liu_ln:miller-01065,org:0001
11000121,fl:aisha_ln:rodriguez-01293,org:0002
11000122,fl:noah_ln:suzuki-00309,org:0017
11000122,fl:hiroshi_ln:ali-00834,org:0017
11000123,fl:olivia_ln:brown-00081,org:0008
11000123,fl:mohammed_ln:rossi-01792,org:0008
11000123,fl:ahmed_ln:li-01573,org:0008
11000123,fl:jin_ln:sharma-00220,org:0008
11000124,fl:olivia_ln:brown-00766,org:0003
11000124,fl:min_ln:rodriguez-01548,org:0003
11000125,fl:yuki_ln:dupont-01223,org:0008
11000125,fl:oliver_ln:johnson-01241,org:0008
11000126,fl:greta_ln:garcia-01266,
11000126,fl:anika_ln:yamamoto-00930,
11000127,fl:min_ln:sharma-00097,org:0000
11000128,fl:liam_ln:schmidt-00240,org:0001
11000128,fl:anika_ln:sato-00143,org:0001
11000129,fl:aisha_ln:davis-01452,org:0001
11000130,fl:anika_ln:müller-00182,org:0017
11000131,fl:liam_ln:smith-00456,org:0005
11000131,fl:carlos_ln:garcia-00562,org:0005
11000132,fl:santosh_ln:chen-00267,org:0029
11000132,fl:santosh_ln:chen-00267,org:0012
11000132,fl:olivia_ln:li-00897,org:0029
11000132,fl:olivia_ln:li-00897,org:0012
11000133,fl:isabella_ln:rossi-01659,org:0024
11000133,fl:greta_ln:ivanov-00496,org:0024
11000133,fl:olivia_ln:dupont-01327,org:0024
11000134,fl:wei_ln:miller-00679,org:0023
11000135,fl:sakura_ln:wang-00724,org:0002
11000135,fl:sakura_ln:wang-00724,org:0028
11000135,fl:priya_ln:brown-01197,org:0002
11000135,fl:priya_ln:brown-01197,org:0028
11000135,fl:pierre_ln:wilson-00514,org:0002
11000135,fl:pierre_ln:wilson-00514,org:0028
11000136,fl:emma_ln:garcia-00247,org:0027
11000137,fl:alice_ln:davis-00840,org:0024
11000137,fl:fatima_ln:schmidt-01591,org:0024
11000138,fl:hans_ln:johnson-01211,
11000138,fl:olivia_ln:wilson-00231,
11000138,fl:mohammed_ln:anderson-00750,
11000139,fl:jin_ln:kim-00088,
11000139,fl:camille_ln:suzuki-00141,
11000139,fl:priya_ln:sato-01198,
11000139,fl:seo-yun_ln:anderson-01104,
11000139,fl:mohammed_ln:müller-01456,
11000140,fl:mohammed_ln:yamamoto-00987,org:0004
11000140,fl:priya_ln:petrov-01041,org:0004
11000141,fl:liam_ln:smith-01766,org:0007
11000141,fl:ivan_ln:rodriguez-00395,org:0007
11000141,fl:yuki_ln:schmidt-00070,org:0007
11000141,fl:john_ln:ferrari-00082,org:0007
11000141,fl:pierre_ln:chen-00128,org:0007
11000142,fl:emma_ln:zhang-01113,org:0024
11000143,fl:emma_ln:kumar-00381,org:0005
11000144,fl:liam_ln:rossi-00048,org:0021
11000144,fl:liam_ln:rossi-00048,org:0028
11000144,fl:sofia_ln:smith-00825,org:0021
11000144,fl:sofia_ln:smith-00825,org:0028
11000144,fl:priya_ln:ivanov-01527,org:0021
11000144,fl:priya_ln:ivanov-01527,org:0028
11000145,fl:min_ln:sato-00791,org:0019
11000145,fl:giulia_ln:khan-00265,org:0019
11000145,fl:yuki_ln:wilson-00880,org:0019
11000146,fl:natasha_ln:ali-01381,org:0011
11000146,fl:jin_ln:sharma-00220,org:0011
11000147,fl:john_ln:wilson-01507,org:0010
11000147,fl:isabella_ln:esposito-00740,org:0010
11000148,fl:seo-yun_ln:conti-00566,org:0016
11000148,fl:wei_ln:patel-01647,org:0016
11000148,fl:priya_ln:davis-01096,org:0016
11000148,fl:min_ln:anderson-00676,org:0016
11000148,fl:anika_ln:yamamoto-01526,org:0016
11000149,fl:pierre_ln:yamamoto-01721,org:0012
11000149,fl:pierre_ln:yamamoto-01721,org:0001
11000149,fl:jin_ln:zhang-00371,org:0012
11000149,fl:jin_ln:zhang-00371,org:0001
11000150,fl:hiroshi_ln:conti-00669,org:0014
11000151,fl:oliver_ln:davis-01093,org:0011
11000152,fl:seo-yun_ln:johnson-00242,org:0026
11000153,fl:hiroshi_ln:khan-01469,org:0012
11000153,fl:emma_ln:yamamoto-01009,org:0012
11000153,fl:amelia_ln:davis-00272,org:0012
11000153,fl:priya_ln:ahmed-01092,org:0012
11000154,fl:isabella_ln:khan-00789,org:0011
11000155,fl:anika_ln:sato-00003,org:0006
11000155,fl:marco_ln:esposito-01118,org:0006
11000155,fl:noah_ln:petrov-01690,org:0006
11000156,fl:emma_ln:sato-00482,org:0008
11000156,fl:kenji_ln:johnson-01297,org:0008
11000157,fl:santosh_ln:sato-01072,org:0023
11000158,fl:oliver_ln:zhang-01333,org:0031
11000158,fl:santosh_ln:ahmed-00550,org:0031
11000158,fl:olivia_ln:kumar-01496,org:0031
11000158,fl:rajesh_ln:ivanov-00034,org:0031
11000159,fl:hiroshi_ln:anderson-00077,org:0022
11000159,fl:rajesh_ln:brown-00618,org:0022
11000160,fl:seo-yun_ln:anderson-01104,org:0011
11000160,fl:seo-yun_ln:anderson-01104,org:0024
11000160,fl:yuki_ln:miller-00936,org:0011
11000160,fl:yuki_ln:miller-00936,org:0024
11000160,fl:alice_ln:rossi-00245,org:0011
11000160,fl:alice_ln:rossi-00245,org:0024
11000160,fl:camille_ln:rodriguez-01141,org:0011
11000160,fl:camille_ln:rodriguez-01141,org:0024
11000160,fl:luca_ln:kim-00334,org:0011
11000160,fl:luca_ln:kim-00334,org:0024
11000161,fl:min_ln:smith-00260,org:0008
11000161,fl:giulia_ln:martin-01497,org:0008
11000162,fl:amelia_ln:li-00969,org:0001
11000162,fl:yuki_ln:chen-01358,org:0001
11000162,fl:amelia_ln:taylor-00607,org:0001
11000162,fl:seo-yun_ln:anderson-01104,org:0001
11000162,fl:anika_ln:conti-00029,org:0001
11000163,fl:alice_ln:kumar-00857,org:0001
11000163,fl:olivia_ln:garcia-00741,org:0001
11000163,fl:marco_ln:sato-01479,org:0001
11000163,fl:ahmed_ln:conti-01448,org:0001
11000164,fl:sakura_ln:brown-01364,org:0025
11000165,fl:priya_ln:wilson-00772,org:0015
11000165,fl:priya_ln:wilson-00772,org:0014
11000165,fl:fatima_ln:suzuki-00775,org:0015
11000165,fl:fatima_ln:suzuki-00775,org:0014
11000166,fl:seo-yun_ln:kim-01705,org:0014
11000166,fl:hiroshi_ln:khan-01469,org:0014
11000167,fl:oliver_ln:kumar-00098,
11000168,fl:aisha_ln:conti-01084,org:0013
11000168,fl:anika_ln:ferrari-00209,org:0013
11000169,fl:greta_ln:rossi-00113,org:0008
11000169,fl:sakura_ln:hassan-00611,org:0008
11000169,fl:isabella_ln:chen-00838,org:0008
11000170,fl:priya_ln:khan-00448,org:0016
11000171,fl:sofia_ln:suzuki-00335,org:0003
11000171,fl:aisha_ln:zhang-00793,org:0003
11000171,fl:marco_ln:johnson-00949,org:0003
11000172,fl:aisha_ln:johnson-01290,org:0018
11000172,fl:sakura_ln:hassan-00531,org:0018
11000172,fl:wei_ln:patel-00935,org:0018
11000172,fl:ivan_ln:wilson-00942,org:0018
11000173,fl:oliver_ln:kumar-00877,org:0015
11000173,fl:olivia_ln:wilson-00231,org:0015
11000173,fl:isabella_ln:anderson-00170,org:0015
11000174,fl:santosh_ln:davis-00153,org:0022
11000174,fl:santosh_ln:davis-00153,org:0001
11000174,fl:carlos_ln:tanaka-00617,org:0022
11000174,fl:carlos_ln:tanaka-00617,org:0001
11000175,fl:noah_ln:davis-00227,org:0020
11000175,fl:noah_ln:davis-00227,org:0028
11000176,fl:pierre_ln:ahmed-00558,org:0019
11000176,fl:ahmed_ln:dupont-01597,org:0019
11000176,fl:aisha_ln:li-00393,org:0019
11000176,fl:rajesh_ln:müller-01495,org:0019
11000176,fl:sofia_ln:ferrari-00428,org:0019
11000177,fl:greta_ln:wang-00871,
11000177,fl:luca_ln:li-01102,
11000178,fl:emma_ln:anderson-01687,org:0014
11000178,fl:mohammed_ln:ferrari-00990,org:0014
11000178,fl:jin_ln:sato-00219,org:0014
11000178,fl:greta_ln:ali-00290,org:0014
11000178,fl:ivan_ln:petrov-00331,org:0014
11000179,fl:kenji_ln:johnson-01287,org:0006
11000179,fl:liu_ln:khan-01492,org:0006
11000179,fl:priya_ln:schmidt-00028,org:0006
11000180,fl:sakura_ln:ahmed-00628,org:0004
11000180,fl:pierre_ln:wilson-00514,org:0004
11000181,fl:wei_ln:wilson-00905,org:0008
11000182,fl:isabella_ln:zhang-01514,org:0011
11000182,fl:greta_ln:rossi-00113,org:0011
11000183,fl:marco_ln:wilson-00288,org:0012
11000184,fl:santosh_ln:rossi-01718,org:0021
11000185,fl:ivan_ln:ahmed-00271,
11000185,fl:noah_ln:dupont-00835,
11000186,fl:pierre_ln:sharma-00096,org:0020
11000186,fl:pierre_ln:sharma-00096,org:0019
11000187,fl:kenji_ln:petrov-00580,org:0017
11000187,fl:greta_ln:ali-00290,org:0017
11000187,fl:ahmed_ln:patel-00692,org:0017
11000187,fl:giulia_ln:rodriguez-01408,org:0017
11000187,fl:ahmed_ln:ahmed-00253,org:0017
11000188,fl:fatima_ln:hassan-01379,org:0018
11000188,fl:jin_ln:patel-00925,org:0018
11000189,fl:alice_ln:wilson-01754,org:0007
11000189,fl:kenji_ln:johnson-00498,org:0007
11000190,fl:fatima_ln:rossi-00008,org:0001
11000191,fl:alice_ln:smith-00114,org:0010
11000191,fl:camille_ln:zhang-00492,org:0010
11000191,fl:olivia_ln:taylor-00986,org:0010
11000192,fl:ivan_ln:wang-00715,org:0008
11000192,fl:camille_ln:rossi-01317,org:0008
11000192,fl:carlos_ln:patel-00203,org:0008
11000192,fl:marco_ln:chen-01043,org:0008
11000192,fl:hiroshi_ln:petrov-01365,org:0008
11000193,fl:marco_ln:petrov-01508,org:0017
11000193,fl:sofia_ln:smith-00825,org:0017
11000193,fl:rajesh_ln:müller-01495,org:0017
11000194,fl:anika_ln:park-00316,org:0017
11000194,fl:giulia_ln:yamamoto-00348,org:0017
11000194,fl:carlos_ln:zhang-01576,org:0017
11000195,fl:john_ln:schmidt-01349,org:0028
11000195,fl:aisha_ln:brown-00363,org:0028
11000195,fl:priya_ln:suzuki-00004,org:0028
11000195,fl:pierre_ln:park-00658,org:0028
11000196,fl:greta_ln:brown-00461,org:0029
11000196,fl:isabella_ln:anderson-00170,org:0029
11000197,fl:greta_ln:dupont-01565,org:0024
11000197,fl:yuki_ln:conti-01658,org:0024
11000197,fl:jin_ln:rodriguez-00982,org:0024
11000198,fl:aisha_ln:ali-00373,org:0010
11000198,fl:min_ln:sato-00953,org:0010
11000199,fl:hiroshi_ln:garcia-01502,org:0030
11000200,fl:ivan_ln:yamamoto-01368,org:0003
11000200,fl:sofia_ln:yamamoto-01344,org:0003
11000200,fl:santosh_ln:anderson-01504,org:0003
11000200,fl:hans_ln:zhang-01115,org:0003
11000201,fl:fatima_ln:garcia-01741,org:0029
11000201,fl:yuki_ln:ferrari-01066,org:0029
11000202,fl:aisha_ln:zhang-00783,org:0012
11000202,fl:liam_ln:kim-01731,org:0012
11000203,fl:luca_ln:wang-00394,org:0002
11000203,fl:luca_ln:wang-00394,org:0019
11000204,fl:aisha_ln:brown-00363,org:0017
11000205,fl:priya_ln:brown-01197,org:0031
11000205,fl:liam_ln:schmidt-00057,org:0031
11000206,fl:hiroshi_ln:johnson-00560,org:0021
11000207,fl:mohammed_ln:anderson-00750,org:0019
11000207,fl:fatima_ln:tanaka-00803,org:0019
11000207,fl:greta_ln:rossi-00113,org:0019
11000207,fl:min_ln:wang-00089,org:0019
11000208,fl:marco_ln:chen-01500,org:0007
11000208,fl:liam_ln:esposito-00824,org:0007
11000209,fl:chen_ln:smith-00027,org:0018
11000209,fl:kenji_ln:miller-00417,org:0018
11000210,fl:greta_ln:esposito-00900,org:0023
11000210,fl:sakura_ln:wang-00724,org:0023
11000210,fl:amelia_ln:brown-00675,org:0023
11000211,fl:oliver_ln:martin-01291,org:0003
11000211,fl:santosh_ln:chen-00977,org:0003
11000212,fl:yuki_ln:miller-00936,org:0012
11000212,fl:pierre_ln:ali-01525,org:0012
11000212,fl:luca_ln:park-00106,org:0012
11000212,fl:anika_ln:sato-00521,org:0012
11000212,fl:liu_ln:sharma-00378,org:0012
11000213,fl:sofia_ln:khan-00842,org:0029
11000213,fl:anika_ln:sato-00003,org:0029
11000213,fl:natasha_ln:rodriguez-00729,org:0029
11000214,fl:hans_ln:miller-00872,org:0014
11000214,fl:ivan_ln:dupont-01111,org:0014
11000215,fl:isabella_ln:wilson-00296,org:0030
11000215,fl:sofia_ln:suzuki-00019,org:0030
11000216,fl:priya_ln:ahmed-00430,org:0009
11000216,fl:santosh_ln:petrov-00943,org:0009
11000216,fl:mohammed_ln:davis-01406,org:0009
11000216,fl:aisha_ln:brown-00363,org:0009
